text,sentype,SnowNLP,positive_NRC,negative_NRC,anger(3),anticipation(1),disgust(2),fear(5),joy(4),sadness(6),surprise(7),trust
"['A想了一下，就在桌子上拉过来一张纸，写了一封信，站起来交给B，说：\n', '“你回去交给白明川。你认识他不？”\n', '“我认识。”\n']",陈述句,0.5904332974401416,0,0,0,0,0,0,0,0,0,0
"['“你回去交给白明川。你认识他不？”\n', '“我认识。”\n', 'B说。\n']",陈述句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['A又问了双水村的一些情况，B都一一给他回答了。\n', '“现在农村人连肚子都填不饱，B，你看这问题怎解决好？”\n', 'A突然问他。\n']",反问句,0.30384618194347524,1,1,0,2,0,2,1,1,1,2
"['B就照他自己的想法说：\n', '“上面其它事都可以管，但最好在种庄稼的事上不要管老百姓。让农民自己种，这问题就好办。农民就是一辈子专种庄稼的嘛！但好象他们现在不会种地了，上上下下都指拨他们，规定这，规定那，这也不对，那也不对，农民的手脚被捆得死死的。其它事我还不敢想，但眼下对农民种地不要指手划脚，就会好些的……”\n', '“啊呀，这娃娃的脑子不简单哩！……好，罢了有时间，咱好好拉拉话！你要是到城里来就找我，好不好？我一会还要开个会，今天没时间了……” \n']",被字句,0.993830919395912,2,1,0,0,0,1,0,1,0,2
"['“上面其它事都可以管，但最好在种庄稼的事上不要管老百姓。让农民自己种，这问题就好办。农民就是一辈子专种庄稼的嘛！但好象他们现在不会种地了，上上下下都指拨他们，规定这，规定那，这也不对，那也不对，农民的手脚被捆得死死的。其它事我还不敢想，但眼下对农民种地不要指手划脚，就会好些的……”\n', '“啊呀，这娃娃的脑子不简单哩！……好，罢了有时间，咱好好拉拉话！你要是到城里来就找我，好不好？我一会还要开个会，今天没时间了……” \n', 'B和C就很快告退了。\n']",other,0.045920203700208106,1,1,1,3,0,0,2,0,1,1
"['在回学校的路上，A佩服地对B说：\n', '“我二爸可看重你说的话哩！你真能行！” \n', 'B说：\n']",other,0.614672100599318,0,0,0,0,0,0,0,0,0,0
"['B说：\n', '“你二爸是咱一个村的，又是你二爸，我敢胡说哩！” \n', '“B哥，你干脆把我二爸的信给我，我明天和你一块回石圪节去。我和白明川和徐治功叔叔都很熟悉，到时候让我把信交给他们！” \n']",是字句,0.43069257882256384,0,1,0,0,1,0,0,0,0,0
"['“你二爸是咱一个村的，又是你二爸，我敢胡说哩！” \n', '“B哥，你干脆把我二爸的信给我，我明天和你一块回石圪节去。我和白明川和徐治功叔叔都很熟悉，到时候让我把信交给他们！” \n', 'B看她执意要和他一块回石圪节，也就把C的信交给了她——她出面当然要比他的威力大得多。\n']",把字句,0.9974724319048034,2,0,0,4,0,0,1,0,0,1
"['当她把被褥细心地给B铺好后，B却有点踌躇地说：\n', '“我怕把你的铺盖弄脏了……” \n', '“哎呀！你看你！”\n']",把字句,0.03440638148803954,0,0,0,0,0,0,0,0,0,0
"['“我怕把你的铺盖弄脏了……” \n', '“哎呀！你看你！”\n', 'A红着脸对他说。\n']",other,0.5875212430201505,0,0,0,1,0,1,0,0,0,0
"['B说：\n', '“要是你去公社，我就不去了，你爸也在公社开会，我去不好……我这就回家呀！你晚上回双水村去不？”\n', 'A说：\n']",比较句,0.06696127808870256,0,1,0,0,0,0,0,0,0,0
"['B说：\n', '“我可想回去哩！但我明天还有课，今天必须返回城里，因此回不成村里了。等你姐夫的事办完，我让白明川叔挡个顺车，直接回县城去呀。你放心！你姐夫的事我肯定能办好！” \n', 'B说完后，匆忙地在自己的衣袋里掏出一封信，一把塞到A的手里。\n']",陈述句,0.08730962918271523,3,0,0,2,0,0,0,0,1,2
"['B赶忙说：\n', '“你二爸的信你怎又给我哩？你不给白主任和徐……” \n', '他的话还没说完，A就笑着一转身跑了。\n']",other,0.9624592938694934,2,0,0,1,0,0,0,0,0,0
"['A看两位主任说话越来越不对劲，就机灵地站起来，另外掏出两根“大前门”烟，说：\n', '“白主任，徐主任，抽烟。” \n', '两位主任只好暂时停止了唇枪舌战，接过A递上的纸烟。\n']",other,0.99552449323741,0,0,0,0,0,0,0,0,0,0
"['C站在脚地上抽了两口烟，又对坐在椅子上的A说开了：\n', '“咱们不是说不搞阶级斗争，但不能光一个‘狠’字，还要‘稳、准’。牛家沟这妇女，不就是为一棵花椒树被队里没收了，骂了几句大队书记吗？拉到工地上教育一下也行，但不能损躏身体嘛！那么重的活，别说一个妇女，好后生都够受！现在弄得大出血，万一死了怎么办？够不够死罪？给家里人怎交待？” \n', 'A现在看来不想理C，但并不是服气他的话。\n']",反问句,0.02804601424221609,7,3,3,2,1,3,2,2,1,3
"['A也许是为了把工作做好，可是有些做法太不象话了……\n', '“……再比如，高家湾高廷亮，只是耕自留地时多占了队里的两铧，纠正过来，在生产队做个检查就行了，也拉来劳教……” \n', '“两铧地实际上是个路线问题！毛主席说，严重的问题是教育农民！”\n']",比较句,0.17484962616823307,2,1,0,0,0,1,0,0,1,0
"['“……再比如，高家湾高廷亮，只是耕自留地时多占了队里的两铧，纠正过来，在生产队做个检查就行了，也拉来劳教……” \n', '“两铧地实际上是个路线问题！毛主席说，严重的问题是教育农民！”\n', 'A扭过头反驳B。\n']",是字句,0.905302566834722,1,3,0,0,0,2,0,2,0,0
"['A扭过头反驳B。\n', '“毛主席是说过这话。但毛主席没说让咱们动不动就‘劳教’农民嘛！” \n', '“这不是我的发明！这是县上冯世宽主任的政策。你觉得冯主任不对，你到上面另讨个指示来，我A照办！”\n']",是字句,0.05676100561347841,0,0,0,0,0,0,0,0,0,0
"['“毛主席是说过这话。但毛主席没说让咱们动不动就‘劳教’农民嘛！” \n', '“这不是我的发明！这是县上冯世宽主任的政策。你觉得冯主任不对，你到上面另讨个指示来，我A照办！”\n', '“唉……”\n']",是字句,0.020562922610369738,0,0,0,0,0,0,0,0,0,1
"['“这不是我的发明！这是县上冯世宽主任的政策。你觉得冯主任不对，你到上面另讨个指示来，我A照办！”\n', '“唉……”\n', 'B也没什么好说的了。\n']",other,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['过了一会，才有点痛苦地说：\n', '“A，还是稳当一点好。你记得不？咱们在高家湾下乡时，饭派在廷亮家，他们当时都快断炊了，为了招待咱两个，跑出去问邻居借了半升白面……你怎好意思就因为这么点事把人家拉到工地上劳教……” \n', 'A为B的没水平话都想笑了，说：\n']",把字句,0.18115665177734175,4,0,0,2,0,0,2,0,1,2
"['A为B的没水平话都想笑了，说：\n', '“难道共产党员因为吃了一顿饭，就连革命原则也不要了吗？”\n', '“抽烟！”\n']",反问句,0.9654174266977215,3,1,1,1,0,1,0,1,1,1
"['“难道共产党员因为吃了一顿饭，就连革命原则也不要了吗？”\n', '“抽烟！”\n', '田福堂又掏出两根纸烟，对两位争吵的上级说：\n']",other,0.6428571428571428,0,0,0,0,0,0,0,0,0,0
"['C又掏出两根纸烟，对两位争吵的上级说：\n', '“接上抽！” \n', '这时候，听见外面有人敲门。\n']",other,0.2094310169471708,0,0,0,0,0,0,0,0,0,0
"['站在门后面的C顺手把门拉开，接着便叫道：\n', '“噢，是田润叶嘛！你什么时候回来的？你爸也正在这里呢！”\n', 'B一看是自家的女儿，赶紧走过来，问他：\n']",疑问词问句,0.920899934994437,0,0,0,0,0,0,0,0,0,0
"['C一看是自家的女儿，赶紧走过来，问他：\n', '“坐顺车回来的？” \n', '田润叶说：\n']",other,0.5932821909110583,0,0,0,0,0,0,0,0,0,0
"['B说：\n', '“是公共汽车。” \n', '徐治功一看是C的女儿，满脸的不高兴暂时收藏起来，笑着说：\n']",是字句,0.2660408281776574,0,0,0,0,0,0,0,0,0,0
"['A一看是D的女儿，满脸的不高兴暂时收藏起来，笑着说：\n', '“你怎知道你爸在公社哩？” \n', '“我不是找我爸，我来找你和白叔叔。”\n']",陈述句,0.6813471926135386,0,0,0,0,0,0,0,0,0,0
"['“你怎知道你爸在公社哩？” \n', '“我不是找我爸，我来找你和白叔叔。”\n', 'C说。\n']",是字句,0.617292018043379,0,0,0,0,0,0,0,0,0,0
"['C说。\n', '“什么事？”\n', 'B和A几乎同时问。\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['另一边，E还不知内情，偷偷问女儿：\n', '“什么事？”\n', '田润叶对父亲说：\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['D对父亲说：\n', '“我二爸写信，让把孙兰花的女婿放了。” \n', '“你二爸怎知道这事哩？”\n']",把字句,0.1304716188531443,0,0,0,0,0,0,0,0,0,0
"['“我二爸写信，让把孙兰花的女婿放了。” \n', '“你二爸怎知道这事哩？”\n', 'E敏感地问女儿。\n']",other,0.6284185421530077,0,0,0,0,0,0,0,0,0,0
"['E敏感地问女儿。\n', '“我也不知道。大概是罐子村的什么人反映的。”\n', '可爱的D对父亲撒谎说。\n']",疑问词问句,0.41486445726856913,0,0,0,0,0,0,0,0,0,0
"['可爱的B对父亲撒谎说。\n', '“那你是专门为这事回来的？” \n', '“不是的！我们学校让我到石圪节小学取一份教材，二爸就让我把这封信顺路捎来了。”\n']",是字句,0.4057291222620133,0,0,0,0,0,0,0,0,0,0
"['“那你是专门为这事回来的？” \n', '“不是的！我们学校让我到石圪节小学取一份教材，二爸就让我把这封信顺路捎来了。”\n', 'A继续给她爸撒谎。\n']",把字句,0.9927319308743868,0,1,1,0,0,0,0,0,0,1
"['这时候，沉默了一会的D问A：\n', '“你看怎办？”A立刻说：“那还有什么说的！让王满银回队去不就行了？” \n', '“那其他人哩？”\n']",疑问词问句,0.8565778639073066,0,0,0,1,0,1,0,0,0,0
"['“你看怎办？”A立刻说：“那还有什么说的！让王满银回队去不就行了？” \n', '“那其他人哩？”\n', 'D又问他。\n']",other,0.5702515177797052,0,0,0,0,0,0,0,0,0,0
"['D又问他。\n', '“牛家沟那个妇女病治好了，也让回去。至于其他人，总不能都放了吧？我A没什么，你是一把手，你看着办！”\n', 'A把球一脚踢给了D。\n']",疑问词问句,0.09419706454388466,0,0,0,0,0,0,0,0,0,0
"['C想了一下，只好说：\n', '“那先就按你说的办吧，你负责农田基建会战。有些问题毕了咱再研究！” \n', 'C说着便拿起了电话，让话务员给他接公社医院。\n']",陈述句,0.2016425499322776,1,1,0,0,0,1,0,1,0,0
"['C说着便拿起了电话，让话务员给他接公社医院。\n', '“……喂，牛家沟那妇女现在怎么样？血止住了？好……我和徐主任一会就过来！”\n', '他放下话筒，对A说：\n']",疑问词问句,0.9831481702182993,1,0,0,1,0,0,1,0,1,1
"['他放下话筒，对A说：\n', '“血止住了！” \n', 'A看来也松了一口气，说：\n']",other,0.7026717964821403,0,0,0,0,0,0,0,0,0,0
"['A看来也松了一口气，说：\n', '“那咱过去看看！”\n', '田润叶马上对他们说：\n']",other,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['B马上对他们说：\n', '“我一会还要回县城去，你们能不能给我挡个顺车？米家镇到咱们县城的班车已经过去了。”\n', '“你不回家了？干脆回家住上一夜，明早上再走！你妈常念叨说你不回来！”\n']",正反问句,0.009885816853965612,1,0,0,0,0,0,0,0,0,0
"['“我一会还要回县城去，你们能不能给我挡个顺车？米家镇到咱们县城的班车已经过去了。”\n', '“你不回家了？干脆回家住上一夜，明早上再走！你妈常念叨说你不回来！”\n', 'B对女儿说。\n']",陈述句,0.21227980283155956,0,0,0,0,0,0,0,0,0,0
"['D对女儿说。\n', '“我明早上有课，今天必须赶回去。” \n', '“是这样的话，你还是回城里去，不能误了工作。”\n']",存在句,0.6144959916441817,1,0,0,1,0,0,0,0,0,1
"['“我明早上有课，今天必须赶回去。” \n', '“是这样的话，你还是回城里去，不能误了工作。”\n', 'C听说是这样，也就不再劝女儿回家去了。\n']",选择问句,0.11869821311153139,1,0,0,0,0,0,0,0,0,0
"['A说：\n', '“哎呀，这过路司机我和白主任认得不多，看来只能让街上食堂的人去挡了。” \n', '“也就是的。司机过路在食堂吃饭，厨师大部分都认识……是这样，A，你干脆到食堂找个人给B挡车去，让我给咱到医院走一趟！”\n']",other,0.2579652734432041,0,1,0,0,1,0,0,0,0,0
"['“哎呀，这过路司机我和白主任认得不多，看来只能让街上食堂的人去挡了。” \n', '“也就是的。司机过路在食堂吃饭，厨师大部分都认识……是这样，A，你干脆到食堂找个人给C挡车去，让我给咱到医院走一趟！”\n', 'B说。\n']",other,0.00642665022143174,2,2,0,0,2,0,0,0,0,1
"['D说。\n', '“那好！”\n', 'A乐意去给C挡车，而不愿去医院看那个“母老虎”。\n']",陈述句,0.6558628208940429,0,0,0,0,0,0,0,0,0,0
"['他们来到街道上，A对他俩说：\n', '“你们先到对面公路上等一等，让我到后街头食堂里找个人来！” \n', 'D推着他大梁上缠黑回绒的自行车，就和女儿走过街头东拉河上的小桥，来到街对面的公路上。\n']",陈述句,0.01053967814899981,0,2,0,0,1,0,0,0,0,1
"['D又一次满腹狐疑地问女儿：\n', '“你二爸他怎能知道孙兰花女婿的事呢？” \n', '“哎呀！我给你说过了，我不清楚这事嘛！”\n']",反问句,0.08164054583589431,0,0,0,0,0,0,0,0,0,0
"['“你二爸他怎能知道孙兰花女婿的事呢？” \n', '“哎呀！我给你说过了，我不清楚这事嘛！”\n', 'C不耐烦地对父亲说。\n']",other,0.21082504298227434,1,0,0,0,0,0,0,0,0,0
"['过了一会，他突然提醒女儿说：\n', '“你还没到石圪节小学取教材哩！” \n', '“我来公社前已经取过了，在我的挂包里装着……”\n']",陈述句,0.8734653565079366,0,1,1,0,0,0,0,0,0,0
"['“你还没到石圪节小学取教材哩！” \n', '“我来公社前已经取过了，在我的挂包里装着……”\n', '“噢，这就对了。不敢把你的正事误了。”\n']",陈述句,0.22595352707647276,0,0,0,0,0,0,0,0,0,0
"['“我来公社前已经取过了，在我的挂包里装着……”\n', '“噢，这就对了。不敢把你的正事误了。”\n', 'B对女儿关切的说。\n']",把字句,0.1445082230562933,0,0,0,0,0,0,0,0,0,0
"['“不怕！不是吹哩，别说让我挡一辆，挡十辆也能挡定哩！这一路上的司机哪个没沾过我的光！” \n', '“这一路上的司机那个你没沾过光！”\n', 'A揶揄说。\n']",other,0.3006556471112798,0,0,0,0,0,0,0,0,0,0
"['C推着自行车，问A：\n', '“你今天去不去我们村了？” \n', 'A对他说：\n']",陈述句,0.2784174005786142,0,0,0,0,0,0,0,0,0,0
"['A对他说：\n', '“公社有些事，我今天不去双水村了。你回去给高虎和孙玉亭捎个话，叫他们把王满银放了。” \n', '“就这事啊？那你放心！我一定把你的话传到！”\n']",把字句,0.0833094704713454,1,1,1,0,0,0,0,0,0,0
"['“公社有些事，我今天不去双水村了。你回去给高虎和孙玉亭捎个话，叫他们把王满银放了。” \n', '“就这事啊？那你放心！我一定把你的话传到！”\n', 'C告别了徐主任，就骑上他的缠黑回绒的“永久”牌自行车，起身回双水村了。\n']",把字句,0.758077659555364,1,0,0,0,0,0,0,0,0,1
"['他到了双水村村头，跳下车子，隔着东拉河向对面农田基建工地喊：\n', '“A！杨A！你过来一下！我有个事要给你说！” \n', '他没听见A应声，但看见C从对面河畔的小路上转下来，淌过东拉河，过他这边来了。\n']",陈述句,0.6063348500352339,1,0,0,0,0,0,0,0,0,0
"['C过了河，一边从土坡往公路上走，一边问他：\n', '“公社的会完了？” \n', '他给C“嗯”了一声。\n']",陈述句,0.6647808106173256,0,0,0,0,0,0,0,0,0,0
"['B上了公路，走到他面前，说：\n', '“A不在，带着枪到神仙山打山鸡去了……什么事？” \n', 'C说：\n']",疑问词问句,0.8686119480780324,0,2,2,0,0,2,0,0,0,0
"['C说：\n', '“公社决定，叫把罐子村你那个侄女婿放了。徐主任有事，今天不回来，让我把这话捎给A和你……” \n', 'B听了十分高兴——这事情如此处理对他也是只有好处没有坏处。\n']",把字句,0.44170288991190776,1,0,0,0,0,0,0,0,0,0
"['他崇拜地看着B，说：\n', '“这肯定是你在公社说了话！” \n', 'B不置可否地笑了笑，说：\n']",是字句,0.32185239132056287,1,1,1,0,0,0,0,0,0,0
"['B不置可否地笑了笑，说：\n', '“不管怎样，让王满银回罐子村去吧。高虎不在，这事你过去说一下就行了！”\n', 'A犹豫了一会，说：\n']",疑问词问句,0.7919277491171945,0,0,0,0,0,0,0,0,0,0
"['A犹豫了一会，说：\n', '“你还是晚上给高虎说这事，让他宣布。我和王满银远近算个亲戚，我宣布这事，怕政治影响不好……” \n', 'B很满意A同志政治上的精明，说：\n']",是字句,0.8803830702876677,2,2,1,0,0,0,0,0,0,0
"['B很满意A同志政治上的精明，说：\n', '“这也好。毕了我给高虎说。反正今天也快收工了，让王满银再受一会罪吧！” \n', 'B说完，就推着自行车回家去了。\n']",比较句,0.492622979975361,1,0,0,0,0,0,0,0,0,0
"['半路上，E心疼地对男人说：\n', '“家里还有六颗鸡蛋，我回去就煮！你和DC一人两个！” \n', 'A高兴得嘴一咧，竟然放开声唱了两段子信天游——青线线（那个）蓝线线，蓝格莹莹彩，生下一个E花，实实的爱死个人！\n']",陈述句,0.27618567664431404,0,0,0,0,0,0,0,0,0,0
"['那天上山修梯田，发完铁锨后，A噘着个嘴，把发在她手中的铁锨一下子扔在B面前，说：\n', '“我不要这个秃头子！” \n', 'B看她在大家面前伤自己的脸，就不客气地说：\n']",陈述句,0.44488325150782415,1,0,0,0,0,0,0,0,0,1
"['B看她在大家面前伤自己的脸，就不客气地说：\n', '“铁锨都是这个样子，你嫌不好，就把你家里的拿来用！”\n', '“谁说都是这个样子？你看见谁好，就把好铁锨给谁！”\n']",把字句,0.5441298868726635,0,1,0,0,0,0,0,0,0,0
"['“铁锨都是这个样子，你嫌不好，就把你家里的拿来用！”\n', '“谁说都是这个样子？你看见谁好，就把好铁锨给谁！”\n', '“我把好铁锨给谁了？” \n']",疑问词问句,0.7552579658538726,3,0,0,2,0,0,2,0,2,2
"['“谁说都是这个样子？你看见谁好，就把好铁锨给谁！”\n', '“我把好铁锨给谁了？” \n', '“给你婆姨了！”\n']",疑问词问句,0.6317853705682674,2,0,0,1,0,0,1,0,1,1
"['“我把好铁锨给谁了？” \n', '“给你婆姨了！”\n', 'A喊叫说。\n']",other,0.5,1,0,0,0,0,0,0,0,0,0
"['A一跛一跛地走到人群里，大获全胜地扬着头，讽言讽语说：\n', '“贼不打自招！” \n', '这污辱和伤害太严重了。\n']",陈述句,0.045326820141537216,0,1,1,0,1,1,0,1,1,0
"['看她准备给别人传时，B就在她后边说：\n', '“给我一个！” \n', 'C不会没有听见他说话，但她没有理他，甚至连头也没有回，把球传给了另外一边的班长A。\n']",other,0.5047599337748345,1,0,0,0,0,0,0,0,0,0
"['那天下午，她象往常一样，又站在篮球场边上看别人打球，他们班的班长A突然给她抛过来一个球，并且很亲切地说：\n', '“你来玩吧！为什么老站在外面看呢？” \n', '她笨拙地接住A抛来的球，满脸通红，把球又扔给场内别的女同学。\n']",疑问词问句,0.6440245556055345,0,0,0,1,0,1,0,0,0,0
"['他把手里的四个玉米面烧饼递到他面前，说：\n', '“看你没回来，你的下午饭我吃了。这是我在街上给你买的……” \n', 'B没有言传，接过C手中的烧饼，坐在一块石头上吃起来。\n']",other,0.43039095174885034,2,1,0,1,0,1,0,1,0,0
"['过了一会，他才咬牙切齿地说：\n', '“我想把A捶一捶！” \n', 'C显然看出A已经夺走了他好朋友的女朋友，这使他胸膛里充满了义愤的怒火，想为B打抱不平。\n']",把字句,0.5664938949653227,0,0,0,0,0,0,0,0,0,0
"['C显然看出A已经夺走了他好朋友的女朋友，这使他胸膛里充满了义愤的怒火，想为B打抱不平。\n', '“打了他，说不定学校会把咱们开除了……”\n', 'B说。\n']",把字句,0.9734000865615648,0,1,1,0,1,1,0,1,0,1
"['B说。\n', '“你不要动手。由我出面！” \n', 'B想了一下，说：\n']",祈使句,0.2967727782439983,2,0,0,0,0,0,0,0,0,1
"['B想了一下，说：\n', '“不敢这样。万一咱们出个事，能把家里的大人急死！” \n', '“咱们现在就是大人了！自己做事自己可以承担。你不要管，我知道这事该怎么办哩！” \n']",把字句,0.12319116355575499,0,0,0,0,0,0,0,0,0,0
"['“不敢这样。万一咱们出个事，能把家里的大人急死！” \n', '“咱们现在就是大人了！自己做事自己可以承担。你不要管，我知道这事该怎么办哩！” \n', '“你可千万不敢动手。咱们没什么理由打A。要是平白无故打了，到时咱们没个说法的……” \n']",疑问词问句,0.11538620588439175,1,0,0,0,0,0,0,0,0,1
"['“咱们现在就是大人了！自己做事自己可以承担。你不要管，我知道这事该怎么办哩！” \n', '“你可千万不敢动手。咱们没什么理由打A。要是平白无故打了，到时咱们没个说法的……” \n', '“我给他制造个挨打理由！” \n']",疑问词问句,0.00011297315817393461,1,0,0,0,0,0,0,0,0,0
"['“你可千万不敢动手。咱们没什么理由打A。要是平白无故打了，到时咱们没个说法的……” \n', '“我给他制造个挨打理由！” \n', '“不敢闯这乱子！”\n']",陈述句,0.597520162553413,2,1,0,0,0,0,0,0,0,1
"['“我给他制造个挨打理由！” \n', '“不敢闯这乱子！”\n', 'B虽然和C同岁，此刻心中又火烧火燎，但还是比他的朋友冷静一些。\n']",other,0.5001659826870821,0,0,0,0,0,0,0,0,0,0
"['他就问大家：\n', '“你们叫我有什么事哩？” \n', 'C走到他面前，指着旁边的一个男生问他：\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['C走到他面前，指着旁边的一个男生问他：\n', '“他什么时候偷吃你的干粮了？” \n', 'A惊讶地说：\n']",疑问词问句,0.7344903531413575,0,0,0,0,0,0,0,0,0,0
"['A惊讶地说：\n', '“没有呀……” \n', '“那你为什么给这几个人说，他偷吃你的饼干了？”\n']",存在句,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['“没有呀……” \n', '“那你为什么给这几个人说，他偷吃你的饼干了？”\n', 'B又指了指另外几个人。\n']",疑问词问句,0.3121027683062112,1,0,0,0,0,0,0,0,0,0
"['A冤枉地对那几个人说：\n', '“我什么时候给你们说高来顺偷吃我的饼干了？” \n', '那几个小子立眉竖眼、七嘴八舌地证明：\n']",疑问词问句,0.39708075736296233,1,1,1,0,1,0,0,1,0,0
"['A揩掉自己脸上的泪水，说：\n', '“我不告你们……” \n', '他这句话倒使这些人一惊。\n']",陈述句,0.8265332554256901,0,0,0,0,0,0,0,0,0,0
"['C让他别管，说他把事干得滴水不漏。\n', '“让A告去吧！他小子挨了打，官司也打不赢！他一张嘴，我们七八张嘴，他说不过我们。”\n', '他对B说。\n']",比较句,0.5245875609231387,0,0,0,0,0,0,0,0,0,0
"['回来的时候，故意在人多处给A还车子，并且羞羞答答看A一眼，说：\n', '“谢谢……” \n', '谢谢。\n']",other,0.7013680922668616,0,0,0,0,0,0,0,0,0,0
"['“昨晚上我给A说过好几遍哩，说你让他无论如何今中午回来一趟，有要紧事……”\n', '“那他当时答应了没？”\n', '她急切地问。\n']",other,0.07726304876806023,0,0,0,0,0,0,0,0,0,0
"['她说：\n', '“大婶，他没回来就算了。也没什么大事。等我再回村里时给他说……” \n', '她只好又离开A家，怏怏不快地回到自己家里——她得起身回县城了。\n']",疑问词问句,0.13546833743162312,1,0,0,0,0,0,0,0,0,0
"['她立刻不好意思地说：\n', '“昨晚上……看了一夜书……”\n', '她二妈对自己的领导说：\n']",other,0.7053447859771854,0,0,0,1,0,1,0,0,0,0
"['A赶忙说：\n', '“宿舍常有人来找，我想在这儿坐一会，想不到就……” \n', '两位长辈都笑了——空气随即也轻松了下来。\n']",陈述句,0.6952557113433708,0,0,0,0,0,0,0,0,0,0
"['B乐呵呵地坐在她们对面，对她二妈说：\n', '“我不如你们田福军，文武双全！我只会吃，不会做！家里来个客人，都是我们A炒菜，他比他妈的手艺还高一截！” \n', '李主任似乎无意但实际有意把儿子夸赞了一番。\n']",比较句,0.9373654301003588,2,0,0,0,0,0,0,0,0,0
"['伶俐的刘阿姨接上丈夫的话碴，说：\n', '“人各有所长嘛！A干活心灵，可人家田润叶这娃娃爱学习，一晚上熬夜把眼睛都看肿了！” \n', '“爱学习好！”\n']",把字句,0.9955854965779758,2,0,0,0,0,0,2,0,0,0
"['“人各有所长嘛！B干活心灵，可人家田润叶这娃娃爱学习，一晚上熬夜把眼睛都看肿了！” \n', '“爱学习好！”\n', 'C说，“A你大概知道，你爸常指教我们说，好好学习，书念到肚子里沤不烂！” \n']",other,0.9586752706793209,3,0,0,1,0,0,2,0,1,1
"['徐大夫笑着说：\n', '“可他自己连一本书也不看！”\n', '“那也不能那样说！徐老把社会这本书念精通了！这可是一本大书啊！”\n']",比较句,0.5617446230959569,0,0,0,1,0,1,0,0,0,0
"['“可他自己连一本书也不看！”\n', '“那也不能那样说！徐老把社会这本书念精通了！这可是一本大书啊！”\n', '管政工宣传的李主任不管怎样说，都让人感觉到他说的有道理。\n']",把字句,0.7521776876369031,1,0,0,1,0,0,1,0,1,1
"['C说完后，又马上对他爱人说：\n', '“B，上菜吧？” \n', '他爱人B就到厨房里去了。\n']",陈述句,0.6072354208282836,0,0,0,0,0,0,0,0,0,0
"['B立刻感到脊背象针刺着一般，她着急而甚至有点惊恐地说：\n', '“我下午要上课，教案还没备好哩！我得很快回去！” \n', 'D一家看没办法留她，就只好把她和她二妈一同送出了门……\n']",陈述句,0.9963402583434002,1,0,0,1,0,0,1,0,1,1
"['他终于咄呐地说：\n', '“你怎……” \n', '“今天是星期天。我昨天下午就回来了……”\n']",陈述句,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['“你怎……” \n', '“今天是星期天。我昨天下午就回来了……”\n', 'A红着脸问他：\n']",是字句,0.7583808664703354,0,0,0,0,0,0,0,0,0,0
"['B红着脸问他：\n', '“你浇地哩？” \n', '“嗯……”\n']",陈述句,0.5,0,0,0,0,0,0,0,0,0,0
"['“你浇地哩？” \n', '“嗯……”\n', 'A用湿毛巾揩了一下脸上的热汗珠子，“庄稼快晒干了……” \n']",other,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['B用湿毛巾揩了一下脸上的热汗珠子，“庄稼快晒干了……” \n', '“那光靠人担水浇地怎么行哩？”\n', '她在旁边一块圆石头上坐下来。\n']",陈述句,0.32518789847857077,0,0,0,0,0,0,0,0,0,0
"['他回答B说：\n', '“光浇几畦菜……” \n', '两个人立刻就进入到一种紧张状态中。\n']",疑问词问句,0.2771585388667216,0,0,0,0,0,0,0,0,0,0
"['这歌好象正是给他们两个人唱的，这使他们的脸如同火一样烫热。\n', '“B哥……你……”\n', 'A不好意思地望着他。\n']",other,0.7680887586981396,0,0,0,0,0,0,0,0,0,0
"['C不好意思地望着他。\n', '“唉……”\n', 'B只是长叹一口气，低下了头。\n']",other,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['B只是长叹一口气，低下了头。\n', '“噢——A！噢——A……” \n', '村头的公路上，猛然传来D拖长了音调的呼唤声。\n']",other,0.972794073974256,0,0,0,0,0,0,0,0,0,0
"['他显然看见了他们，但知趣地没有走过来，只是又叫着说：\n', '“A，快回去吃饭嘛，你妈都等你好一阵了……”\n', 'A气得牙咬住嘴唇，没给父亲应声。\n']",陈述句,0.8575517848435082,0,0,0,0,0,0,0,0,0,0
"['D并没有提起刚才的任何一点事，但心虚的女儿立刻给父亲解释说：\n', '“我想出去在村子里转转，在前面公路上碰见B担水，我和他拉了几句话……地旱得真厉害，庄稼眼看要晒死了！” \n', '“今儿个这几斤羊肉是我在罐子村买的，刚杀的新羊肉……C快吃！”\n']",疑问词问句,0.0294543240148476,2,0,0,0,0,0,0,0,0,0
"['“我想出去在村子里转转，在前面公路上碰见B担水，我和他拉了几句话……地旱得真厉害，庄稼眼看要晒死了！” \n', '“今儿个这几斤羊肉是我在罐子村买的，刚杀的新羊肉……C快吃！”\n', 'D帮助老婆把一盘羊肉饺子端上炕来，招呼让女儿吃，好象他根本没听见女儿说什么。\n']",疑问词问句,0.15633845045602213,3,0,0,0,0,0,2,0,0,2
